"time (s)","/A (V)","/B (V)","/VP (V)","/S (V)","/Cout (V)"
0.00000,0.00000,0.00000,0.00000,6.104E-9,1.027E-9
9.766E-15,1.758E-3,1.758E-3,29.22E-6,8.029E-6,30.77E-6
13.08E-15,2.355E-3,2.355E-3,36.43E-6,10.21E-6,38.79E-6
14.74E-15,2.654E-3,2.654E-3,39.72E-6,11.28E-6,42.53E-6
18.06E-15,3.251E-3,3.251E-3,45.42E-6,13.33E-6,49.33E-6
23.43E-15,4.217E-3,4.217E-3,52.61E-6,16.42E-6,59.01E-6
29.02E-15,5.224E-3,5.224E-3,58.25E-6,19.43E-6,68.22E-6
30.56E-15,5.501E-3,5.501E-3,59.53E-6,20.22E-6,70.64E-6
33.63E-15,6.054E-3,6.054E-3,61.89E-6,21.78E-6,75.48E-6
39.78E-15,7.161E-3,7.161E-3,66.18E-6,24.84E-6,85.4E-6
42.12E-15,7.582E-3,7.582E-3,67.69E-6,25.99E-6,89.29E-6
46.81E-15,8.425E-3,8.425E-3,70.63E-6,28.29E-6,97.34E-6
56.17E-15,10.11E-3,10.11E-3,76.3E-6,32.88E-6,114.6E-6
69.17E-15,12.45E-3,12.45E-3,83.94E-6,39.28E-6,141.5E-6
73.13E-15,13.16E-3,13.16E-3,86.22E-6,41.23E-6,150.3E-6
81.03E-15,14.59E-3,14.59E-3,90.75E-6,45.16E-6,168.9E-6
96.84E-15,17.43E-3,17.43E-3,99.77E-6,53.08E-6,209.5E-6
117.4E-15,21.12E-3,21.12E-3,111.5E-6,63.53E-6,269.0E-6
123.0E-15,22.13E-3,22.13E-3,114.7E-6,66.43E-6,286.6E-6
134.2E-15,24.16E-3,24.16E-3,121.2E-6,72.28E-6,323.4E-6
156.7E-15,28.2E-3,28.2E-3,134.5E-6,84.21E-6,403.4E-6
163.2E-15,29.37E-3,29.37E-3,138.4E-6,87.72E-6,428.1E-6
176.2E-15,31.71E-3,31.71E-3,146.4E-6,94.82E-6,479.5E-6
202.2E-15,36.39E-3,36.39E-3,162.8E-6,109.4E-6,590.3E-6
233.5E-15,42.03E-3,42.03E-3,183.6E-6,127.5E-6,737.0E-6
242.2E-15,43.6E-3,43.6E-3,189.7E-6,132.7E-6,780.4E-6
259.7E-15,46.74E-3,46.74E-3,201.9E-6,143.2E-6,870.5E-6
294.6E-15,53.03E-3,53.03E-3,227.6E-6,164.9E-6,1.063E-3
336.1E-15,60.5E-3,60.5E-3,259.8E-6,191.8E-6,1.309E-3
347.8E-15,62.61E-3,62.61E-3,269.3E-6,199.5E-6,1.383E-3
371.2E-15,66.82E-3,66.82E-3,288.6E-6,215.3E-6,1.533E-3
418.0E-15,75.24E-3,75.24E-3,329.3E-6,247.8E-6,1.849E-3
432.4E-15,77.83E-3,77.83E-3,342.4E-6,258.0E-6,1.95E-3
461.2E-15,83.02E-3,83.02E-3,369.1E-6,278.8E-6,2.158E-3
518.9E-15,93.39E-3,93.39E-3,425.1E-6,321.4E-6,2.584E-3
583.4E-15,105.0E-3,105.0E-3,491.4E-6,370.6E-6,3.081E-3
600.6E-15,108.1E-3,108.1E-3,509.7E-6,384.0E-6,3.216E-3
635.0E-15,114.3E-3,114.3E-3,547.1E-6,411.0E-6,3.491E-3
703.8E-15,126.7E-3,126.7E-3,624.6E-6,465.7E-6,4.052E-3
786.4E-15,141.5E-3,141.5E-3,722.0E-6,532.6E-6,4.738E-3
809.0E-15,145.6E-3,145.6E-3,749.5E-6,551.2E-6,4.928E-3
854.3E-15,153.8E-3,153.8E-3,805.4E-6,588.4E-6,5.310E-3
945.0E-15,170.1E-3,170.1E-3,920.3E-6,663.2E-6,6.077E-3
971.9E-15,174.9E-3,174.9E-3,955.2E-6,685.5E-6,6.305E-3
1.026E-12,184.7E-3,184.7E-3,1.026E-3,730.2E-6,6.76E-3
1.134E-12,204.1E-3,204.1E-3,1.17E-3,819.1E-6,7.662E-3
1.27E-12,228.5E-3,228.5E-3,1.355E-3,930.1E-6,8.776E-3
1.308E-12,235.4E-3,235.4E-3,1.408E-3,961.1E-6,9.085E-3
1.385E-12,249.2E-3,249.2E-3,1.514E-3,1.023E-3,9.693E-3
1.538E-12,276.8E-3,276.8E-3,1.727E-3,1.143E-3,10.87E-3
1.731E-12,311.7E-3,311.7E-3,1.993E-3,1.29E-3,12.27E-3
1.78E-12,320.5E-3,320.5E-3,2.06E-3,1.326E-3,12.61E-3
1.878E-12,338.1E-3,338.1E-3,2.193E-3,1.397E-3,13.27E-3
2.074E-12,373.3E-3,373.3E-3,2.453E-3,1.534E-3,14.51E-3
2.121E-12,381.9E-3,381.9E-3,2.516E-3,1.567E-3,14.8E-3
2.212E-12,398.2E-3,398.2E-3,2.634E-3,1.627E-3,15.32E-3
2.395E-12,431.0E-3,431.0E-3,2.865E-3,1.746E-3,16.31E-3
2.59E-12,466.2E-3,466.2E-3,3.107E-3,1.868E-3,17.28E-3
2.63E-12,473.5E-3,473.5E-3,3.156E-3,1.893E-3,17.47E-3
2.711E-12,488.0E-3,488.0E-3,3.255E-3,1.943E-3,17.83E-3
2.849E-12,512.8E-3,512.8E-3,3.421E-3,2.027E-3,18.41E-3
3.009E-12,541.7E-3,541.7E-3,3.614E-3,2.127E-3,19.04E-3
3.054E-12,549.7E-3,549.7E-3,3.668E-3,2.154E-3,19.2E-3
3.143E-12,565.8E-3,565.8E-3,3.776E-3,2.211E-3,19.52E-3
3.307E-12,595.2E-3,595.2E-3,3.973E-3,2.316E-3,20.05E-3
3.352E-12,603.3E-3,603.3E-3,4.028E-3,2.345E-3,20.19E-3
3.442E-12,619.6E-3,619.6E-3,4.138E-3,2.404E-3,20.45E-3
3.622E-12,652.0E-3,652.0E-3,4.36E-3,2.526E-3,20.94E-3
3.857E-12,694.3E-3,694.3E-3,4.654E-3,2.69E-3,21.5E-3
3.918E-12,705.2E-3,705.2E-3,4.73E-3,2.732E-3,21.63E-3
4.039E-12,727.0E-3,727.0E-3,4.882E-3,2.818E-3,21.87E-3
4.207E-12,757.3E-3,757.3E-3,5.096E-3,2.938E-3,22.18E-3
4.403E-12,792.6E-3,792.6E-3,5.347E-3,3.076E-3,22.5E-3
4.457E-12,802.3E-3,802.3E-3,5.416E-3,3.115E-3,22.57E-3
4.565E-12,821.8E-3,821.8E-3,5.554E-3,3.19E-3,22.72E-3
4.782E-12,860.7E-3,860.7E-3,5.83E-3,3.339E-3,22.99E-3
4.856E-12,874.1E-3,874.1E-3,5.925E-3,3.389E-3,23.07E-3
5.005E-12,900.9E-3,900.9E-3,6.114E-3,3.487E-3,23.22E-3
5.303E-12,954.6E-3,954.6E-3,6.487E-3,3.676E-3,23.48E-3
5.674E-12,1.021,1.021,6.939E-3,3.892E-3,23.73E-3
5.78E-12,1.040,1.040,7.066E-3,3.949E-3,23.79E-3
5.992E-12,1.079,1.079,7.314E-3,4.059E-3,23.91E-3
6.274E-12,1.129,1.129,7.634E-3,4.193E-3,24.05E-3
6.755E-12,1.216,1.216,8.15E-3,4.388E-3,24.31E-3
6.891E-12,1.240,1.240,8.289E-3,4.436E-3,24.39E-3
7.155E-12,1.288,1.288,8.549E-3,4.519E-3,24.54E-3
7.571E-12,1.363,1.363,8.929E-3,4.625E-3,24.74E-3
7.672E-12,1.381,1.381,9.015E-3,4.645E-3,24.78E-3
7.872E-12,1.417,1.417,9.18E-3,4.681E-3,24.84E-3
8.273E-12,1.489,1.489,9.478E-3,4.728E-3,24.90E-3
8.68E-12,1.562,1.562,9.73E-3,4.738E-3,24.86E-3
8.77E-12,1.579,1.579,9.778E-3,4.735E-3,24.84E-3
8.949E-12,1.611,1.611,9.866E-3,4.722E-3,24.77E-3
9.242E-12,1.663,1.663,9.983E-3,4.683E-3,24.62E-3
9.543E-12,1.718,1.718,10.07E-3,4.621E-3,24.40E-3
9.601E-12,1.728,1.728,10.08E-3,4.606E-3,24.35E-3
9.715E-12,1.749,1.749,10.11E-3,4.575E-3,24.24E-3
9.857E-12,1.774,1.774,10.13E-3,4.532E-3,24.09E-3
9.893E-12,1.781,1.781,10.13E-3,4.521E-3,24.05E-3
9.946E-12,1.790,1.790,10.14E-3,4.503E-3,23.99E-3
10.0E-12,1.800,1.800,10.14E-3,4.485E-3,23.92E-3
10.0E-12,1.800,1.800,10.13E-3,4.48E-3,23.90E-3
10.01E-12,1.800,1.800,10.11E-3,4.475E-3,23.88E-3
10.01E-12,1.800,1.800,10.1E-3,4.47E-3,23.86E-3
10.02E-12,1.800,1.800,10.09E-3,4.465E-3,23.85E-3
10.02E-12,1.800,1.800,10.09E-3,4.463E-3,23.84E-3
10.02E-12,1.800,1.800,10.09E-3,4.46E-3,23.83E-3
10.03E-12,1.800,1.800,10.08E-3,4.454E-3,23.81E-3
10.03E-12,1.800,1.800,10.08E-3,4.452E-3,23.8E-3
10.04E-12,1.800,1.800,10.08E-3,4.448E-3,23.79E-3
10.05E-12,1.800,1.800,10.07E-3,4.44E-3,23.76E-3
10.06E-12,1.800,1.800,10.06E-3,4.43E-3,23.73E-3
10.06E-12,1.800,1.800,10.06E-3,4.426E-3,23.71E-3
10.07E-12,1.800,1.800,10.06E-3,4.42E-3,23.69E-3
10.08E-12,1.800,1.800,10.05E-3,4.407E-3,23.64E-3
10.11E-12,1.800,1.800,10.03E-3,4.386E-3,23.54E-3
10.12E-12,1.800,1.800,10.03E-3,4.378E-3,23.51E-3
10.13E-12,1.800,1.800,10.02E-3,4.364E-3,23.44E-3
10.16E-12,1.800,1.800,9.997E-3,4.333E-3,23.28E-3
10.17E-12,1.800,1.800,9.99E-3,4.323E-3,23.24E-3
10.19E-12,1.800,1.800,9.976E-3,4.303E-3,23.13E-3
10.23E-12,1.800,1.800,9.944E-3,4.262E-3,22.91E-3
10.27E-12,1.800,1.800,9.904E-3,4.211E-3,22.62E-3
10.29E-12,1.800,1.800,9.892E-3,4.196E-3,22.54E-3
10.31E-12,1.800,1.800,9.868E-3,4.167E-3,22.36E-3
10.36E-12,1.800,1.800,9.816E-3,4.104E-3,22.0E-3
10.42E-12,1.800,1.800,9.744E-3,4.022E-3,21.51E-3
10.44E-12,1.800,1.800,9.721E-3,3.997E-3,21.36E-3
10.47E-12,1.800,1.800,9.675E-3,3.946E-3,21.05E-3
10.54E-12,1.800,1.800,9.576E-3,3.841E-3,20.41E-3
10.57E-12,1.800,1.800,9.541E-3,3.804E-3,20.19E-3
10.62E-12,1.800,1.800,9.468E-3,3.729E-3,19.74E-3
10.71E-12,1.800,1.800,9.312E-3,3.573E-3,18.8E-3
10.84E-12,1.800,1.800,9.082E-3,3.355E-3,17.51E-3
10.88E-12,1.800,1.800,9.012E-3,3.291E-3,17.12E-3
10.95E-12,1.800,1.800,8.867E-3,3.159E-3,16.35E-3
11.1E-12,1.800,1.800,8.562E-3,2.892E-3,14.8E-3
11.27E-12,1.800,1.800,8.186E-3,2.579E-3,13.0E-3
11.32E-12,1.800,1.800,8.077E-3,2.49E-3,12.5E-3
11.41E-12,1.800,1.800,7.855E-3,2.314E-3,11.51E-3
11.6E-12,1.800,1.800,7.401E-3,1.962E-3,9.554E-3
11.66E-12,1.800,1.800,7.252E-3,1.85E-3,8.939E-3
11.79E-12,1.800,1.800,6.952E-3,1.628E-3,7.729E-3
12.03E-12,1.800,1.800,6.349E-3,1.195E-3,5.402E-3
12.34E-12,1.800,1.800,5.612E-3,687.1E-6,2.721E-3
12.42E-12,1.800,1.800,5.418E-3,557.2E-6,2.045E-3
12.57E-12,1.800,1.800,5.034E-3,303.8E-6,735.6E-6
12.89E-12,1.800,1.800,4.284E-3,-177.0E-6,-1.722E-3
12.95E-12,1.800,1.800,4.152E-3,-259.3E-6,-2.139E-3
13.07E-12,1.800,1.800,3.892E-3,-420.6E-6,-2.954E-3
13.09E-12,1.800,1.800,3.834E-3,-455.7E-6,-3.131E-3
13.14E-12,1.800,1.800,3.721E-3,-525.3E-6,-3.482E-3
13.20E-12,1.800,1.800,3.599E-3,-599.4E-6,-3.879E-3
13.21E-12,1.800,1.800,3.577E-3,-613.5E-6,-3.954E-3
13.23E-12,1.800,1.800,3.534E-3,-642.6E-6,-4.103E-3
13.27E-12,1.800,1.800,3.449E-3,-700.9E-6,-4.395E-3
13.31E-12,1.800,1.800,3.372E-3,-754.0E-6,-4.66E-3
13.32E-12,1.800,1.800,3.334E-3,-780.4E-6,-4.795E-3
13.36E-12,1.800,1.800,3.268E-3,-824.9E-6,-5.03E-3
13.41E-12,1.800,1.800,3.153E-3,-900.9E-6,-5.436E-3
13.42E-12,1.800,1.800,3.132E-3,-915.0E-6,-5.511E-3
13.44E-12,1.800,1.800,3.089E-3,-942.9E-6,-5.661E-3
13.49E-12,1.800,1.800,3.003E-3,-998.3E-6,-5.956E-3
13.57E-12,1.800,1.800,2.833E-3,-1.106E-3,-6.531E-3
13.6E-12,1.800,1.800,2.766E-3,-1.149E-3,-6.755E-3
13.67E-12,1.800,1.800,2.631E-3,-1.232E-3,-7.196E-3
13.8E-12,1.800,1.800,2.365E-3,-1.393E-3,-8.048E-3
14.01E-12,1.800,1.800,1.965E-3,-1.627E-3,-9.288E-3
14.07E-12,1.800,1.800,1.839E-3,-1.698E-3,-9.666E-3
14.21E-12,1.800,1.800,1.593E-3,-1.835E-3,-10.4E-3
14.47E-12,1.800,1.800,1.117E-3,-2.089E-3,-11.78E-3
14.57E-12,1.800,1.800,940.2E-6,-2.18E-3,-12.28E-3
14.77E-12,1.800,1.800,597.5E-6,-2.351E-3,-13.23E-3
15.05E-12,1.800,1.800,154.1E-6,-2.561E-3,-14.43E-3
15.17E-12,1.800,1.800,-15.65E-6,-2.648E-3,-14.95E-3
15.29E-12,1.800,1.800,-160.7E-6,-2.72E-3,-15.39E-3
15.39E-12,1.800,1.800,-293.4E-6,-2.783E-3,-15.78E-3
15.58E-12,1.800,1.800,-544.2E-6,-2.894E-3,-16.49E-3
15.63E-12,1.800,1.800,-607.2E-6,-2.919E-3,-16.66E-3
15.71E-12,1.800,1.800,-694.0E-6,-2.953E-3,-16.9E-3
15.79E-12,1.800,1.800,-798.1E-6,-2.993E-3,-17.19E-3
15.83E-12,1.800,1.800,-838.5E-6,-3.008E-3,-17.29E-3
15.89E-12,1.800,1.800,-918.1E-6,-3.037E-3,-17.51E-3
16.03E-12,1.800,1.800,-1.073E-3,-3.092E-3,-17.92E-3
16.17E-12,1.800,1.800,-1.231E-3,-3.144E-3,-18.35E-3
16.22E-12,1.800,1.800,-1.279E-3,-3.159E-3,-18.47E-3
16.3E-12,1.800,1.800,-1.373E-3,-3.188E-3,-18.72E-3
16.48E-12,1.800,1.800,-1.556E-3,-3.239E-3,-19.2E-3
16.84E-12,1.800,1.800,-1.896E-3,-3.319E-3,-20.07E-3
16.97E-12,1.800,1.800,-2.009E-3,-3.34E-3,-20.36E-3
17.22E-12,1.800,1.800,-2.223E-3,-3.373E-3,-20.90E-3
17.73E-12,1.800,1.800,-2.604E-3,-3.398E-3,-21.85E-3
17.90E-12,1.800,1.800,-2.719E-3,-3.395E-3,-22.14E-3
18.25E-12,1.800,1.800,-2.928E-3,-3.374E-3,-22.68E-3
18.94E-12,1.800,1.800,-3.263E-3,-3.277E-3,-23.6E-3
19.71E-12,1.800,1.800,-3.514E-3,-3.1E-3,-24.41E-3
19.91E-12,1.800,1.800,-3.561E-3,-3.041E-3,-24.6E-3
20.32E-12,1.800,1.800,-3.631E-3,-2.912E-3,-24.94E-3
21.13E-12,1.800,1.800,-3.686E-3,-2.617E-3,-25.53E-3
22.04E-12,1.800,1.800,-3.618E-3,-2.236E-3,-26.07E-3
22.24E-12,1.800,1.800,-3.583E-3,-2.143E-3,-26.18E-3
22.65E-12,1.800,1.800,-3.494E-3,-1.949E-3,-26.38E-3
23.16E-12,1.800,1.800,-3.339E-3,-1.685E-3,-26.62E-3
23.32E-12,1.800,1.800,-3.280E-3,-1.598E-3,-26.69E-3
23.64E-12,1.800,1.800,-3.147E-3,-1.414E-3,-26.83E-3
24.28E-12,1.800,1.800,-2.817E-3,-1.019E-3,-27.09E-3
24.38E-12,1.800,1.800,-2.756E-3,-951.5E-6,-27.13E-3
24.59E-12,1.800,1.800,-2.628E-3,-814.6E-6,-27.2E-3
24.99E-12,1.800,1.800,-2.363E-3,-545.7E-6,-27.35E-3
25.38E-12,1.800,1.800,-2.085E-3,-281.9E-6,-27.49E-3
25.47E-12,1.800,1.800,-2.014E-3,-217.5E-6,-27.53E-3
25.66E-12,1.800,1.800,-1.871E-3,-90.65E-6,-27.6E-3
25.87E-12,1.800,1.800,-1.716E-3,41.62E-6,-27.67E-3
25.93E-12,1.800,1.800,-1.67E-3,80.63E-6,-27.69E-3
26.06E-12,1.800,1.800,-1.576E-3,157.6E-6,-27.74E-3
26.3E-12,1.800,1.800,-1.388E-3,303.6E-6,-27.83E-3
26.61E-12,1.800,1.800,-1.158E-3,466.1E-6,-27.94E-3
26.75E-12,1.800,1.800,-1.048E-3,541.5E-6,-28.0E-3
26.97E-12,1.800,1.800,-886.0E-6,651.0E-6,-28.08E-3
27.26E-12,1.800,1.800,-666.9E-6,793.7E-6,-28.19E-3
27.6E-12,1.800,1.800,-423.3E-6,945.2E-6,-28.32E-3
27.7E-12,1.800,1.800,-348.7E-6,990.0E-6,-28.36E-3
27.90E-12,1.800,1.800,-200.4E-6,1.077E-3,-28.44E-3
28.23E-12,1.800,1.800,37.89E-6,1.21E-3,-28.57E-3
28.35E-12,1.800,1.800,129.4E-6,1.257E-3,-28.62E-3
28.58E-12,1.800,1.800,306.3E-6,1.347E-3,-28.72E-3
28.82E-12,1.800,1.800,483.4E-6,1.436E-3,-28.81E-3
29.03E-12,1.800,1.800,633.7E-6,1.51E-3,-28.90E-3
29.08E-12,1.800,1.800,666.3E-6,1.525E-3,-28.92E-3
29.17E-12,1.800,1.800,731.1E-6,1.556E-3,-28.96E-3
29.36E-12,1.800,1.800,858.6E-6,1.615E-3,-29.04E-3
29.73E-12,1.800,1.800,1.105E-3,1.726E-3,-29.19E-3
29.88E-12,1.800,1.800,1.202E-3,1.767E-3,-29.25E-3
30.18E-12,1.800,1.800,1.391E-3,1.845E-3,-29.38E-3
30.78E-12,1.800,1.800,1.746E-3,1.979E-3,-29.64E-3
31.07E-12,1.800,1.800,1.906E-3,2.033E-3,-29.77E-3
31.65E-12,1.800,1.800,2.205E-3,2.124E-3,-30.03E-3
32.81E-12,1.800,1.800,2.722E-3,2.238E-3,-30.55E-3
34.30E-12,1.800,1.800,3.231E-3,2.271E-3,-31.24E-3
34.7E-12,1.800,1.800,3.336E-3,2.260E-3,-31.42E-3
35.49E-12,1.800,1.800,3.511E-3,2.216E-3,-31.78E-3
37.04E-12,1.800,1.800,3.729E-3,2.065E-3,-32.46E-3
38.46E-12,1.800,1.800,3.792E-3,1.87E-3,-33.0E-3
38.81E-12,1.800,1.800,3.789E-3,1.815E-3,-33.11E-3
39.5E-12,1.800,1.800,3.764E-3,1.699E-3,-33.3E-3
40.89E-12,1.800,1.800,3.646E-3,1.454E-3,-33.57E-3
41.24E-12,1.800,1.800,3.603E-3,1.391E-3,-33.61E-3
41.85E-12,1.800,1.800,3.518E-3,1.278E-3,-33.66E-3
42.45E-12,1.800,1.800,3.422E-3,1.167E-3,-33.66E-3
43.06E-12,1.800,1.800,3.316E-3,1.055E-3,-33.63E-3
43.29E-12,1.800,1.800,3.274E-3,1.013E-3,-33.61E-3
43.75E-12,1.800,1.800,3.186E-3,931.5E-6,-33.54E-3
44.66E-12,1.800,1.800,3.014E-3,774.6E-6,-33.33E-3
45.53E-12,1.800,1.800,2.837E-3,632.1E-6,-33.0E-3
45.73E-12,1.800,1.800,2.795E-3,600.9E-6,-32.91E-3
46.12E-12,1.800,1.800,2.71E-3,539.5E-6,-32.71E-3
46.91E-12,1.800,1.800,2.539E-3,420.9E-6,-32.21E-3
47.23E-12,1.800,1.800,2.469E-3,374.1E-6,-31.97E-3
47.88E-12,1.800,1.800,2.327E-3,283.5E-6,-31.44E-3
49.17E-12,1.800,1.800,2.047E-3,115.2E-6,-30.13E-3
50.64E-12,1.800,1.800,1.735E-3,-55.85E-6,-28.27E-3
51.04E-12,1.800,1.800,1.650E-3,-101.7E-6,-27.7E-3
51.85E-12,1.800,1.800,1.484E-3,-187.1E-6,-26.45E-3
52.88E-12,1.800,1.800,1.278E-3,-285.6E-6,-24.66E-3
54.14E-12,1.800,1.800,1.04E-3,-389.2E-6,-22.14E-3
54.44E-12,1.800,1.800,984.4E-6,-411.8E-6,-21.46E-3
55.04E-12,1.800,1.800,878.0E-6,-453.6E-6,-20.05E-3
56.21E-12,1.800,1.800,679.4E-6,-526.3E-6,-17.03E-3
